,Condition de prescription ou de délivrance,DesPharma,Dosage subst,Forme pharmaceutique,Nom,Nom subst,Type de générique,Voie d'administartion,cip7,cis,prix
157,,comprimé,600 mg,solution pour préparation injectable,EAU POUR PREPARATIONS INJECTABLES FRESENIUS  solution pour préparation injectable,GABAPENTINE,,voie extracorporelle autre,3695994,60110031,0
158,,solution,,comprimé pelliculé,ENTECAVIR ACCORD 0 5 mg  comprimé pelliculé,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,,orale,3011875,60110896,154.87
159,,poudre,250 UI,comprimé pelliculé,MAGNESIUM/VITAMINE B6 MYLAN 48 mg/5 mg  comprimé pelliculé,MOROCTOCOG ALFA ,,orale,3867484,60111101,0
160,,comprimé,3 mg,comprimé,ACICLOVIR ARROW 800 mg  comprimé,DROSPIRÉNONE,,orale,3593124,60111197,29.52
161,,solution,16 7 g,comprimé sécable,ENALAPRIL ZENTIVA 20 mg  comprimé sécable,ACIDE LACTIQUE,,orale,3674532,60111813,3.42
162,,gélule,162 mg,comprimé enrobé,CEFUROXIME ZENTIVA 250 mg  comprimé enrobé,CHARBON ACTIVÉ,,orale,3636218,60112192,4.13
163,,gélule,20 mg,comprimé,GLIMEPIRIDE EG 1 mg  comprimé,CHLORHYDRATE D'OXYCODONE,,orale,3747165,60116447,2.55
164,,comprimé,,comprimé pelliculé,PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2 5 mg/0 625 mg  comprimé pelliculé,CHLORHYDRATE DE TERBINAFINE,,orale,2680890,60116810,3.64
165,,comprimé,50 mg,solution à diluer pour perfusion,OSTEPAM 15 mg/ml  solution à diluer pour perfusion,CAPTOPRIL,,intraveineuse,3687960,60117855,153.59
166,,gélule,200 mg,comprimé,CORTANCYL 1 mg  comprimé,DILTIAZEM (CHLORHYDRATE DE),,orale,3025897,60118715,1.20
167,,pommade,2 g,comprimé pelliculé,PINAVERIUM BIPHAR 100 mg  comprimé pelliculé,MUPIROCINE,,orale,3387666,60118971,4.19
168,,solution,100 ml,comprimé à libération modifiée,DUAVIVE 0 45 mg/20 mg  comprimé à libération modifiée,EAU POUR PRÉPARATIONS INJECTABLES,,orale,3000921,60120666,0
169,,comprimé,0 5 mg,comprimé,ALLOPURINOL RANBAXY 200 mg  comprimé,ENTÉCAVIR,,orale,3790959,60120709,1.67
170,,comprimé,5 mg,solution à diluer pour perfusion,CAMPTO 20 mg/ml  solution à diluer pour perfusion (IV),CHLORHYDRATE DE PYRIDOXINE,,intraveineuse,5726902,60120812,0
171,,comprimé,800 mg,solution pour perfusion,EPIRUBICINE EG 2 mg/ml  solution pour perfusion,ACICLOVIR,,intraveineuse,5711243,60122101,0
172,,comprimé,20 mg,comprimé sécable,CANDESARTAN CRISTERS 8 mg  comprimé sécable,MALÉATE D'ÉNALAPRIL,,orale,2231459,60122628,10.83
173,,comprimé,,poudre pour suspension buvable,SEVELAMER CARBONATE SANDOZ 2 4 g  poudre pour suspension buvable,CÉFUROXIME AXÉTIL,,orale,3008552,60122717,111.82
174,,comprimé,1 mg,solution buvable,HEPT A MYL 30 5 POUR CENT  solution buvable en flacon,GLIMÉPIRIDE,,orale,3049165,60122980,0
175,,comprimé,0 625 mg,comprimé pelliculé,FINASTERIDE ACCORD 5 mg  comprimé pelliculé,INDAPAMIDE,,orale,3920103,60123363,10.97
176,,solution buvable en gouttes,3CH à 30CH et 6DH à 60DH,gel,KETOPROFENE SANDOZ 2 5 %  gel,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,,cutanée,3661860,60123979,0
177,,solution,12 6 mg,solution injectable,INTEGRILIN 2 mg/ml  solution injectable,PAMIDRONIQUE (ACIDE),,intraveineuse,5621787,60124020,0
178,,comprimé,1 mg,comprimé pelliculé,CLOPIDOGREL ZF 75 mg  comprimé pelliculé,PREDNISONE,,orale,2245711,60124999,9.71
179,,comprimé,100 mg,solution injectable,CHLORURE DE SODIUM 0 9 POUR CENT RENAUDIN (0 09 g/ 10 ml)  solution injectable en ampoule,PINAVÉRIUM (BROMURE DE),,intraveineuse,5670099,60126167,0
180,,comprimé,0 45 mg,crème,ACICLOVIR MYLAN 5 %  crème,ESTROGÈNES CONJUGUÉS ,,cutanée,3612353,60126377,0
181,,comprimé,200 00 mg,comprimé orodispersible,OLANZAPINE MYLAN 5 mg  comprimé orodispersible,ALLOPURINOL,,orale,2760382,60126594,17.38
182,,solution,17 33 mg,comprimé orodispersible,VIABORPAX  comprimé orodispersible,IRINOTÉCAN,,sublinguale,3008409,60126612,0
183,,comprimé,4CH à 30CH et 8DH à 60DH,capsule,PEPSANE  capsule,AMYLIUM NITROSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3003118,60127671,0
184,,solution,2 mg,comprimé pelliculé,SOLIFENACINE CRISTERS 10 mg  comprimé pelliculé,CHLORHYDRATE D'ÉPIRUBICINE,,orale,3016539,60128339,7.46
185,,comprimé,8 mg,comprimé enrobé,IBUPROFENE SANDOZ 400 mg  comprimé enrobé,CANDÉSARTAN CILEXÉTIL,,orale,3659573,60129665,1.99
186,,poudre,2 4 g,solution injectable,METOJECT 17 5 mg/0 35 ml  solution injectable en stylo prérempli,CARBONATE DE SÉVÉLAMER,,sous-cutanée,3002036,60129957,17.93
187,,solution,30 5 g,solution pour inhalation,FORMODUAL 100/6 microgrammes/dose  solution pour inhalation en flacon pressurisé,HEPTAMINOL (CHLORHYDRATE D'),,inhalée,3812112,60130062,31.28
188,,comprimé,5 mg,solution pour application,EAU OXYGENEE 10 VOLUMES EVOLUPHARM  solution pour application cutanée,FINASTÉRIDE,,cutanée,3778272,60130354,0
189,,solution buvable en gouttes,4CH à 30CH et 8DH à 60DH,pommade,INOTYOL  pommade,HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,,cutanée,3053155,60130386,0
190,,gel,2 5 g,comprimé pelliculé,NAFTIDROFURYL TEVA 200 mg  comprimé pelliculé,KÉTOPROFÈNE,,orale,3647765,60130742,3.02
191,,solution,2 mg,comprimé pelliculé,LOSARTAN ZENTIVA 50 mg  comprimé pelliculé,EPTIFIBATIDE,,orale,3964508,60130906,3.52
192,,comprimé,,comprimé pelliculé,XELEVIA 50 mg  comprimé pelliculé,HYDROGÉNOSULFATE DE CLOPIDOGREL,,orale,3793283,60131132,20.86
193,,solution,0 09 g,solution injectable,ROPIVACAÏNE KABI 2 mg/ml  solution injectable en ampoule,CHLORURE DE SODIUM,,infiltration;péridurale;périneurale,5773965,60131805,0
194,,crème,5 g,solution buvable,KEPPRA 100 mg/ml  solution buvable,ACICLOVIR,,orale,3702381,60132330,62.76
195,,comprimé,5 mg,suppositoire,CRISTAL NOURRISSONS  suppositoire,OLANZAPINE,,rectale,3319624,60132572,0
196,,comprimé,6 DH 5 mg,solution à diluer pour perfusion,RETROVIR 10 mg/ml  solution à diluer pour perfusion,ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,intraveineuse,5580114,60132743,0
197,,capsule,300 mg,comprimé pelliculé sécable,TUSSIDANE 30 mg  comprimé pelliculé sécable,DIMÉTICONE,,orale,4155805,60133432,1.71
198,,comprimé,10 mg,gélule à libération prolongée,TAMSULOSINE ZYDUS FRANCE LP 0 4 mg  gélule à libération prolongée,SUCCINATE DE SOLIFÉNACINE,,orale,3718620,60133973,5.57
199,,comprimé,400 mg,collyre en solution,LUMIGAN 0 3 mg/ml  collyre en solution,IBUPROFÈNE,,ophtalmique,4950008,60135981,8.88
200,,solution,17 5 mg,comprimé,ARIPIPRAZOLE SANDOZ 15 mg  comprimé,MÉTHOTREXATE,,orale,3002365,60136439,17.38
201,,solution,100 microgrammes,gélule,RACECADOTRIL BIOGARAN CONSEIL 100 mg  gélule,DIPROPIONATE DE BÉCLOMÉTASONE,,orale,3001652,60139257,0
202,,solution,qsp 100 ml,comprimé pelliculé,ESCITALOPRAM ZENTIVA 5 mg  comprimé pelliculé,HYDROGÈNE (PEROXYDE D')  SOLUTION DE  À 3 POUR CENT,,orale,2785117,60139563,2.58
203,,pommade,1 474 g,poudre pour solution à diluer pour perfusion,CASPOFUNGINE OHRE PHARMA 50 mg  poudre pour solution à diluer pour perfusion,ICHTYOLAMMONIUM,,intraveineuse,3008442,60140010,0
204,,comprimé,200 mg,poudre et  solvant pour solution injectable,EPOPROSTENOL ARROW 1 5 mg  poudre et solvant pour solution injectable,OXALATE ACIDE DE NAFTIDROFURYL,,intraveineuse;voie extracorporelle autre,5780149,60140505,0
205,,comprimé,50 mg,comprimé orodispersible,ARIPIPRAZOLE TEVA 10 mg  comprimé orodispersible,LOSARTAN POTASSIQUE,,orale,3002699,60140882,17.38
206,,comprimé,50 mg,comprimé pelliculé,FÉBUXOSTAT ARROW 120 mg  comprimé pelliculé,SITAGLIPTINE,,orale,3017088,60141614,10.05
207,,solution,2 mg,comprimé pelliculé,LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg  comprimé pelliculé,CHLORHYDRATE DE ROPIVACAÏNE,,orale,3863380,60142043,3.75
208,,solution,100 mg,comprimé pelliculé à libération prolongée,ROPINIROLE ARROW LP 4 mg  comprimé pelliculé à libération prolongée,LÉVÉTIRACÉTAM,,orale,2802011,60144464,11.98
209,,suppositoire,0 690 g,gélule à libération prolongée,MONICOR L.P. 60 mg  gélule à libération prolongée,GLYCÉROL,,orale,3286505,60144966,6.36
210,,solution,200 mg,comprimé pelliculé sécable,SIMVASTATINE ZYDUS FRANCE 20 mg  comprimé pelliculé sécable,ZIDOVUDINE,,orale,3941683,60145580,12.79
211,,comprimé,30 mg,comprimé gastro-résistant(e),PANTOPRAZOLE BOUCHARA-RECORDATI 20 mg  comprimé gastro-résistant,BROMHYDRATE DE DEXTROMÉTHORPHANE,,orale,3907232,60145801,2.70
212,,gélule,0 4 mg,solution injectable,MOZOBIL 20 mg/ml  solution pour injection,CHLORHYDRATE DE TAMSULOSINE,,sous-cutanée,3971537,60148167,0
213,,collyre,0 3 mg,solution injectable,EPHEDRINE AGUETTANT 3 mg/ml  solution injectable en seringue préremplie,BIMATOPROST,,intraveineuse,5758434,60149276,0
214,,comprimé,15 mg,liquide,RAVICTI 1 1 g/ml  liquide oral,ARIPIPRAZOLE,,gastro-entérale;orale,3009569,60150015,0
215,,gélule,100 mg,poudre pour solution pour perfusion,FOSFOCINE 4 g IV  poudre pour solution pour perfusion,RACÉCADOTRIL,,intraveineuse,2179121,60150232,0
216,,comprimé,,comprimé orodispersible,DONEPEZIL ARROW GENERIQUES 5 mg  comprimé orodispersible,OXALATE D'ESCITALOPRAM,,orale,2667441,60150467,0
217,,poudre,50 mg,comprimé sécable à libération modifiée,DIAMICRON 60 mg  comprimé sécable à libération modifiée,CASPOFUNGINE BASE,,orale,4900024,60150830,8.21
218,,poudre,1 500 mg,comprimé pelliculé sécable,MEMANTINE ARROW LAB 10 mg  comprimé pelliculé sécable,ÉPOPROSTÉNOL,,orale,2764902,60151124,0
219,,comprimé,10 mg,comprimé dispersible,AMOXICILLINE ALMUS 1 g  comprimé dispersible,ARIPIPRAZOLE,,orale,3008215,60151544,1.99
220,,comprimé,120 mg,comprimé pelliculé sécable,OFLOXACINE BIOGARAN 200 mg  comprimé pelliculé sécable,FÉBUXOSTAT,,orale,3617988,60151697,7.09
221,,comprimé,25 mg,solution injectable,ACIDE TRANEXAMIQUE MYLAN 0 5 g/ 5 mL  solution injectable,HYDROCHLOROTHIAZIDE,,intraveineuse,5504887,60151843,0
222,,comprimé,,comprimé pelliculé,TRAMADOL/PARACETAMOL KRKA 37 5 mg/325 mg  comprimé pelliculé,CHLORHYDRATE DE ROPINIROLE,,orale,2672146,60152411,1.88
223,,gélule,60 mg,suspension injectable,HAVRIX NOURRISSONS ET ENFANTS 720 U/0 5 ml  suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé  adsorbé),MONONITRATE D'ISOSORBIDE,,intramusculaire;sous-cutanée,3476045,60152436,13.59
224,,comprimé,20 mg,solution injectable,BETNESOL 4 mg/1 ml  solution injectable,SIMVASTATINE,,endosinusale;intra-articulaire;intralésionnelle;intramusculaire;intraveineuse;périarticulaire;sous-conjonctivale;voie parentérale autre,3010967,60152607,2.16
225,,comprimé,20 mg,solution injectable,CHLORURE DE SODIUM 10 % (2 g/20 ml) RENAUDIN  solution injectable en ampoule,PANTOPRAZOLE,,intraveineuse,5669995,60152906,0
226,,solution,20 mg,poudre et  solvant pour solution injectable,ALFALASTIN 33 33 mg/ml  poudre et solvant pour solution injectable,PLÉRIXAFOR,,intraveineuse,5661189,60153239,0
227,,solution,3 mg,comprimé,REPAGLINIDE SANDOZ 0 5 mg  comprimé,CHLORHYDRATE D'ÉPHÉDRINE,,orale,4927840,60154017,6.25
228,,liquide,1 1 g,comprimé pelliculé à libération modifiée,TRIMETAZIDINE EG 35 mg  comprimé pelliculé à libération modifiée,PHÉNYLBUTYRATE DE GLYCÉROL,,orale,3799707,60154024,0
229,,poudre,,crème,CREME AU CALENDULA  crème,FOSFOMYCINE SODIQUE,,cutanée,3061700,60154309,0
230,,comprimé,3CH à 30CH et 5DH à 60DH,solution buvable,DUPHALAC 10 g/15 ml  solution buvable en sachet,BORAX,,orale;rectale,2769319,60155329,2.58
231,,comprimé,4 56 mg,solution injectable pour perfusion,ETOPOSIDE TEVA 200 mg/10 ml  solution injectable pour perfusion,DONÉPÉZIL BASE,,intraveineuse,5596635,60155667,0
232,,comprimé,60 mg,gélule,ZOLOFT 25 mg  gélule,GLICLAZIDE,,orale,3556206,60155788,1.51
233,,comprimé,10 mg,comprimé pelliculé,BICALUTAMIDE ALMUS 50 mg  comprimé pelliculé,CHLORHYDRATE DE MÉMANTINE,,orale,3858829,60156089,37.26
234,,comprimé,1000 mg,comprimé pelliculé,ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg  comprimé pelliculé,AMOXICILLINE ANHYDRE,,orale,3014762,60156413,6.32
235,,comprimé,200 mg,gel,DICLOFENAC MYLAN 1%  gel,OFLOXACINE,,cutanée,3833746,60158147,1.74
236,,solution,500 mg,poudre pour solution à diluer pour perfusion,TOPOTECAN KABI 1 mg/ml  poudre pour solution à diluer pour perfusion,ACIDE TRANEXAMIQUE,,intraveineuse,5789185,60158154,0
237,,comprimé,325 mg,comprimé sécable,ENALAPRIL EG 5 mg  comprimé sécable,PARACÉTAMOL,,orale,3879004,60159128,2.78
238,,suspension,720 U,comprimé pelliculé,IVABRADINE ZENTIVA 5 mg  comprimé pelliculé,VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ ,,orale,3007888,60160479,15.68
239,,solution,4 0 mg,comprimé pelliculé sécable,DEROXAT 20 mg  comprimé pelliculé sécable,BÉTAMÉTHASONE,,orale,3352538,60160707,2.51
240,,solution,2 g,comprimé pelliculé,SEVELAMER CARBONATE ARROW 800 mg  comprimé pelliculé,CHLORURE DE SODIUM,,orale,3012152,60160835,67.52
241,,poudre,33 33 mg,comprimé sécable,TRIATEC 10 mg  comprimé sécable,ALPHA-1 ANTITRYPSINE HUMAINE ,,orale,3615386,60161143,5.28
242,,comprimé,0 5 mg,comprimé pelliculé,SKUDEXUM 75 mg/25 mg  comprimé pelliculé,RÉPAGLINIDE,,orale,3004855,60162494,0
243,,comprimé,35 mg,poudre et  solvant pour solution injectable,RABIPUR  poudre et solvant pour solution injectable. Vaccin rabique  inactivé,DICHLORHYDRATE DE TRIMÉTAZIDINE,,intramusculaire,3627679,60163226,0
244,,crème,0 88 g (TM),comprimé,ACIDE ALENDRONIQUE PHR LAB 70 mg  comprimé,CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3914108,60165024,9.19
245,,solution,10 g,gélule,PREGABALINE RANBAXY 25 mg  gélule,LACTULOSE,,orale,3002735,60165394,4.55
246,,solution,200 mg,comprimé,MANIDIPINE BIOGARAN 10 mg  comprimé,ÉTOPOSIDE,,orale,4181613,60165857,5.32
247,,gélule,25 mg,gélule,FLUVASTATINE EVOLUGEN 20 mg  gélule,SERTRALINE BASE,,orale,2739235,60166980,4.30
248,,comprimé,50 00 mg,comprimé,RAMIPRIL KRKA 5 mg  comprimé,BICALUTAMIDE,,orale,2740505,60168465,3.75
249,,comprimé,20 mg,solution injectable,NEORECORMON 30 000 UI  solution injectable en seringue préremplie,MALÉATE D'ÉNALAPRIL,,intraveineuse;sous-cutanée,3634662,60168515,734.67
250,,solution buvable en gouttes,7CH à 30CH et 14DH à 60DH,comprimé effervescent(e),PARACETAMOL BIOGARAN 500 mg  comprimé effervescent,KREOSOTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3613335,60170046,1.16
251,,gel,1 g,comprimé,OLANZAPINE RANBAXY 10 mg  comprimé,DICLOFÉNAC SODIQUE,,orale,3966890,60170224,11.33
252,,poudre,,crème,REMEX 5 %  crème,CHLORHYDRATE DE TOPOTÉCANE,,cutanée,3633697,60170263,0
253,,solution buvable en gouttes,2CH à 30CH et 4DH à 60DH,solution,ISOCARD  solution sublinguale en flacon pulvérisateur,APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES,,sublinguale,3291274,60172339,3.37
254,,comprimé,5 mg,gélule,NAUSICALM ADULTES 50 mg  gélule,MALÉATE D'ÉNALAPRIL,,orale,3359492,60173964,0
255,,comprimé,5 mg,solution pour inhalation par nébuliseur,IPRATROPIUM AGUETTANT ADULTES 0 5 mg/2 ml  solution pour inhalation par nébuliseur en récipient unidose,IVABRADINE,,inhalée,3658177,60175716,3.74
256,,comprimé,,collyre en solution,PILOCARPINE 2 POUR CENT FAURE  collyre en solution en récipient unidose,CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ,,ophtalmique,3241968,60175972,0
257,,comprimé,800 mg,comprimé sécable,AMIODARONE RANBAXY 200 mg  comprimé sécable,CARBONATE DE SÉVÉLAMER,,orale,3794383,60177044,7.18
258,,comprimé,10 mg,solution buvable en gouttes,L 28  solution buvable en gouttes,RAMIPRIL,,sublinguale,3060310,60177628,0
259,,comprimé,25 mg,poudre pour concentré pour solution pour perfusion,TEPADINA 15 mg  poudre pour concentré pour solution pour perfusion,DEXKÉTOPROFÈNE,,intraveineuse,5789038,60177724,0
260,,poudre,supérieur ou égal à 2 5 UI,collyre en solution,TRAVOPROST/TIMOLOL BIOGARAN 40 microgrammes/mL + 5 mg/mL  collyre en solution,VIRUS DE LA RAGE INACTIVÉ  SOUCHE FLURY LEP ,,ophtalmique,3010521,60178609,7.45
261,,comprimé,70 mg,comprimé sécable,RAMIPRIL SANDOZ 10 mg  comprimé sécable,ACIDE ALENDRONIQUE,,orale,3683465,60180720,3.75
262,,gélule,25 mg,poudre et  solvant pour solution pour perfusion,VELETRI 1 5 mg  poudre et solvant pour solution pour perfusion,PRÉGABALINE,,intraveineuse;voie extracorporelle autre,5857656,60181231,0
263,,comprimé,10 mg,solution pour perfusion,NORADRENALINE (TARTRATE) RENAUDIN 0 5 mg/mL  solution pour perfusion,MANIDIPINE (DICHLORHYDRATE DE),,intraveineuse,5845937,60181402,0
264,,gélule,21 06 mg,gélule à libération prolongée,XANTHIUM L.P. 400 mg  gélule à libération prolongée,FLUVASTATINE SODIQUE,,orale,3315371,60181562,2.56
265,,comprimé,5 mg,solution injectable,XYLOCAINE 10 mg/ml SANS CONSERVATEUR  solution injectable,RAMIPRIL,,infiltration;intra-articulaire;périarticulaire;péridurale;périneurale,3422397,60181733,1.52
266,,solution,30000 UI,capsule molle,ALVERINE/SIMETICONE MAYOLY SPINDLER 60 mg/300 mg  capsule molle,ÉPOÉTINE BÊTA ,,orale,3003700,60182237,0
267,,comprimé,500 mg,solution injectable pour perfusion,BICARBONATE DE SODIUM BAXTER A 1 4 POUR CENT  solution injectable pour perfusion en poche,PARACÉTAMOL,,intraveineuse,3562922,60182486,0
268,,comprimé,10 mg,solution injectable,FRAXODI 11 400 U.I. AXa/0 6 ml  solution injectable (S.C.) en seringue pré-remplie,OLANZAPINE,,sous-cutanée,3473288,60182657,22.30
269,,crème,5 g,trousse et  trousse pour préparation radiopharmaceutique pour injection,NephroMAG 0 2 mg  trousse pour préparation pharmaceutique,ACICLOVIR,,intraveineuse,5668961,60183061,0
270,,solution,0 20 g,comprimé gastro-résistant(e),DEPAKINE 500 mg  comprimé gastro-résistant,DINITRATE D'ISOSORBIDE,,orale,3192276,60184188,5.24
271,,gélule,50 mg,poudre pour solution à diluer pour perfusion,CRESEMBA 200 mg  poudre pour solution à diluer pour perfusion,DIMENHYDRINATE,,intraveineuse,3003989,60184590,0
272,,solution,,comprimé sécable,RAMIPRIL MYLAN 10 mg  comprimé sécable,IPRATROPIUM (BROMURE D') MONOHYDRATÉ,,orale,3700809,60185201,3.75
273,,collyre,8 mg,comprimé pelliculé,INVIRASE 500 mg  comprimé pelliculé,PILOCARPINE (NITRATE DE),,orale,3659403,60186043,386.35
274,,comprimé,200 mg,solution pour perfusion,GELOFUSINE 40 mg/mL  solution pour perfusion,CHLORHYDRATE D'AMIODARONE,,intraveineuse,5630912,60186552,0
275,,solution buvable en gouttes,2CH à 30CH et 4DH à 60DH,comprimé,LORMETAZEPAM ARROW 2 mg  comprimé sécable,GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,2756713,60186584,1.36
276,,solution,3 mL (TM),comprimé,COVERAM 10 mg/5 mg  comprimé,HAMAMELIS VIRGINIANA POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,4900006,60187348,8.65
277,,poudre,15 mg,gélule,FENOFIBRATE RANBAXY 200 mg  gélule,THIOTÉPA,,orale,3907338,60187501,5.01
278,,collyre,40 microgrammes,poudre buvable pour suspension en pot,PARAPSYLLIUM  poudre pour suspension buvable en pot,TRAVOPROST,,orale,3309502,60188375,0
279,,comprimé,10 mg,comprimé pelliculé,FINASTERIDE ISOMED 5 mg  comprimé pelliculé,RAMIPRIL,,orale,4973538,60189609,0
280,,poudre,1 5 mg,comprimé sécable,FUROSEMIDE ARROW 40 mg  comprimé sécable,ÉPOPROSTÉNOL,,orale,3739438,60192594,0
281,,solution,0 5 mg,suspension buvable,RIOPAN 800 mg/10 ml  suspension buvable en sachet-dose,TARTRATE DE NORADRÉNALINE,,orale,3478624,60194549,0
282,,gélule,400 mg,comprimé pelliculé sécable,UNIFLOX  comprimé pelliculé sécable,THÉOPHYLLINE,,orale,3365239,60195010,11.27
283,,solution,10 66 mg,poudre et  solvant pour suspension injectable,BENZATHINE BENZYLPENICILLINE SANDOZ 1 2 MUI  poudre et solvant pour suspension injectable (IM),CHLORHYDRATE DE LIDOCAÏNE,,intramusculaire,3000284,60195156,10.06
284,,capsule,60 mg,comprimé,VERCYTE 25 mg  comprimé,CITRATE D'ALVÉRINE,,orale,3487273,60195398,40.50
285,,solution,1 4 g,poudre pour suspension buvable,AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12 5 mg par ml ENFANTS  poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1),BICARBONATE DE SODIUM,,orale,3594862,60196176,4.41
286,,solution,11400 UI anti-Xa,comprimé orodispersible,RISPERIDONE MYLAN 3 mg  comprimé orodispersible,NADROPARINE CALCIQUE ,,orale,4151500,60196945,7.94
287,,poudre,0 2 mg,solution pour perfusion,FLUCONAZOLE MACOPHARMA 2 mg/ml  solution pour perfusion,MERCAPTOACÉTYLTRIGLYCINE,,intraveineuse,5724205,60196977,0
288,,comprimé,500 00 mg,comprimé pelliculé sécable,ESCITALOPRAM ALMUS 15 mg  comprimé pelliculé sécable,SODIUM (VALPROATE DE),,orale,2784750,60197011,5.15
289,,poudre,327 6 mg,comprimé,ASPRO 500 mg  comprimé,SULFATE D'ISAVUCONAZONIUM,,orale,3373285,60199158,0
290,,comprimé,10 mg,solution à diluer pour perfusion,BAVENCIO 20 mg/mL  solution à diluer pour perfusion,RAMIPRIL,,intraveineuse,5504152,60199966,0
291,,comprimé,500 mg,dispositif,NEUPRO 6 mg/24 h  dispositif transdermique,SAQUINAVIR,,transdermique,3772134,60200500,87.00
292,,solution,4 g,gélule,PERMIXON 160 mg  gélule,GÉLATINE FLUIDE MODIFIÉE ,,orale,4900089,60200678,15.22
293,,comprimé,2 mg,solution injectable,RETACRIT 4000 UI/0 4 ml  solution injectable en seringue préremplie,LORMÉTAZÉPAM,,intraveineuse;sous-cutanée,3862877,60200938,141.92
294,,comprimé,5 mg,solution buvable en gouttes,L72  solution buvable en gouttes,AMLODIPINE,,sublinguale,3060333,60202031,0
295,,gélule,200 mg,comprimé,RASAGILINE ARROW 1 mg  comprimé,FÉNOFIBRATE,,orale,3012507,60203418,37.52
296,,poudre,28 73 g,gélule,PREGABALINE MYLAN 50 mg  gélule,PARAFFINE LIQUIDE LÉGÈRE,,orale,3001814,60203546,11.11
297,,comprimé,5 mg,comprimé pelliculé,ADEMPAS 2 mg  comprimé pelliculé,FINASTÉRIDE,,orale,2784997,60203795,0
